"","count_study_sequence","count_test_sequence","datetime","response","response_study_response","response_test_response","response_time","response_time_study_response","response_time_test_response","stim","studyResultId","total_responses","workerId","stimtype","st_corr","test_quality","rt_corr","DTPPm","DTPPsd"
"1058",74,39,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1283,1233,1283,"p2d1_3.png",163,115,346,"D1",1,"new",1,0,0
"1059",74,40,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1479,1233,1479,"p1d4_1.png",163,116,346,"D4",1,"fam",1,0,0
"1060",74,41,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",963,1233,963,"p5d4_1.png",163,117,346,"D4",1,"fam",0,0,0
"1061",74,42,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1961,1233,1961,"p2d2_3.png",163,118,346,"D2",1,"new",1,0,0
"1062",74,43,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",2688,1233,2688,"p5d3_3.png",163,119,346,"D3",1,"new",1,0,0
"1063",74,44,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1013,1233,1013,"p1d4_3.png",163,120,346,"D4",1,"new",0,0,0
"1064",74,45,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",924,1233,924,"p1d2_1.png",163,121,346,"D2",1,"fam",1,0,0
"1065",74,46,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",639,1233,639,"p9d4_3.png",163,122,346,"D5",1,"new",1,0,0
"1066",74,47,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1274,1233,1274,"p10d4_4.png",163,123,346,"D5",1,"new",1,0,0
"1067",74,48,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1834,1233,1834,"p6d4_2.png",163,124,346,"D5",1,"fam",1,0,0
"1068",74,49,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1412,1233,1412,"p2d4_4.png",163,125,346,"D4",1,"new",1,0,0
"1069",74,50,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1162,1233,1162,"p2d3_1.png",163,126,346,"D3",1,"fam",1,0,0
"1070",74,51,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",2097,1233,2097,"p5d2_4.png",163,127,346,"D2",1,"new",0,0,0
"1071",74,52,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",2315,1233,2315,"p5d1_2.png",163,128,346,"D1",1,"fam",0,0,0
"1072",74,53,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",2042,1233,2042,"p4d2_2.png",163,129,346,"D2",1,"fam",0,0,0
"1073",74,54,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1113,1233,1113,"p3d3_4.png",163,130,346,"D3",1,"new",0,0,0
"1074",74,55,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1359,1233,1359,"p4d1_1.png",163,131,346,"D1",1,"fam",0,0,0
"1075",74,56,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",2497,1233,2497,"p3d1_3.png",163,132,346,"D1",1,"new",0,0,0
"1076",74,57,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1087,1233,1087,"p3d1_4.png",163,133,346,"D1",1,"new",1,0,0
"1077",74,58,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1678,1233,1678,"p3d3_2.png",163,134,346,"D3",1,"fam",1,0,0
"1078",74,59,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1212,1233,1212,"p4d2_1.png",163,135,346,"D2",1,"fam",0,0,0
"1079",74,60,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1723,1233,1723,"p1d4_4.png",163,136,346,"D4",1,"new",0,0,0
"1080",74,61,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",789,1233,789,"p1d1_2.png",163,137,346,"D1",1,"fam",1,0,0
"1081",74,62,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1112,1233,1112,"p5d4_4.png",163,138,346,"D4",1,"new",1,0,0
"1082",74,63,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","None","right","None",3002,1233,3002,"p2d1_1.png",163,139,346,"D1",1,"fam",NA,0,0
"1083",74,64,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1511,1233,1511,"p3d1_1.png",163,140,346,"D1",1,"fam",1,0,0
"1084",74,65,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",876,1233,876,"p10d4_3.png",163,141,346,"D5",1,"new",1,0,0
"1085",74,66,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",2409,1233,2409,"p3d4_3.png",163,142,346,"D4",1,"new",1,0,0
"1086",74,67,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1187,1233,1187,"p5d2_2.png",163,143,346,"D2",1,"fam",1,0,0
"1087",74,68,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1120,1233,1120,"p6d4_3.png",163,144,346,"D5",1,"new",1,0,0
"1088",74,69,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1459,1233,1459,"p3d4_4.png",163,145,346,"D4",1,"new",1,0,0
"1089",74,70,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",2102,1233,2102,"p3d2_2.png",163,146,346,"D2",1,"fam",1,0,0
"1090",74,71,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1325,1233,1325,"p5d3_1.png",163,147,346,"D3",1,"fam",0,0,0
"1091",74,72,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1444,1233,1444,"p1d3_4.png",163,148,346,"D3",1,"new",0,0,0
"1092",74,73,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1339,1233,1339,"p1d2_3.png",163,149,346,"D2",1,"new",1,0,0
"1093",74,74,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",2641,1233,2641,"p7d4_1.png",163,150,346,"D5",1,"fam",1,0,0
"1094",74,75,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1323,1233,1323,"p3d4_2.png",163,151,346,"D4",1,"fam",0,0,0
"1095",74,76,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1785,1233,1785,"p5d1_1.png",163,152,346,"D1",1,"fam",1,0,0
"1096",74,77,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1152,1233,1152,"p4d4_4.png",163,153,346,"D4",1,"new",1,0,0
"1097",74,78,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",2322,1233,2322,"p2d3_4.png",163,154,346,"D3",1,"new",1,0,0
"1098",74,79,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1512,1233,1512,"p3d3_3.png",163,155,346,"D3",1,"new",0,0,0
"1099",74,80,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1040,1233,1040,"p4d1_2.png",163,156,346,"D1",1,"fam",1,0,0
"1100",74,81,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1652,1233,1652,"p4d3_2.png",163,157,346,"D3",1,"fam",1,0,0
"1101",74,82,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1913,1233,1913,"p2d3_3.png",163,158,346,"D3",1,"new",1,0,0
"1102",74,83,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1389,1233,1389,"p7d4_4.png",163,159,346,"D5",1,"new",1,0,0
"1103",74,84,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1151,1233,1151,"p4d4_2.png",163,160,346,"D4",1,"fam",1,0,0
"1104",74,85,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",2078,1233,2078,"p3d4_1.png",163,161,346,"D4",1,"fam",0,0,0
"1105",74,86,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","None","right","None",3001,1233,3001,"p4d2_4.png",163,162,346,"D2",1,"new",NA,0,0
"1106",74,87,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1344,1233,1344,"p2d1_2.png",163,163,346,"D1",1,"fam",1,0,0
"1107",74,88,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1269,1233,1269,"p2d4_1.png",163,164,346,"D4",1,"fam",0,0,0
"1108",74,89,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",2781,1233,2781,"p5d4_2.png",163,165,346,"D4",1,"fam",0,0,0
"1109",74,90,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","None","right","None",3007,1233,3007,"p4d2_3.png",163,166,346,"D2",1,"new",NA,0,0
"1110",74,91,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1529,1233,1529,"p1d1_3.png",163,167,346,"D1",1,"new",1,0,0
"1111",74,92,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","None","right","None",3014,1233,3014,"p2d2_1.png",163,168,346,"D2",1,"fam",NA,0,0
"1112",74,93,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1484,1233,1484,"p4d4_3.png",163,169,346,"D4",1,"new",0,0,0
"1113",74,94,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",968,1233,968,"p1d1_1.png",163,170,346,"D1",1,"fam",1,0,0
"1114",74,95,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",669,1233,669,"p1d3_3.png",163,171,346,"D3",1,"new",1,0,0
"1115",74,96,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1324,1233,1324,"p3d3_1.png",163,172,346,"D3",1,"fam",0,0,0
"1116",74,97,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1672,1233,1672,"p9d4_4.png",163,173,346,"D5",1,"new",1,0,0
"1117",74,98,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","left","right","left",1042,1233,1042,"p9d4_2.png",163,174,346,"D5",1,"fam",1,0,0
"1118",74,99,"Fri Oct 30 2020 13:30:13 GMT+0100 (közép-európai téli idõ)","right","right","right",1777,1233,1777,"p2d4_3.png",163,175,346,"D4",1,"new",1,0,0
"1119",0,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1907,1907,NA,"prototype2.png",162,1,353,"prototype",1,NA,NA,0,0
"1120",1,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",2981,2981,NA,"prototype5.png",162,2,353,"prototype",1,NA,NA,0,0
"1121",2,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2069,2069,NA,"p1d2_2.png",162,3,353,"D2",1,NA,NA,0,0
"1122",3,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1799,1799,NA,"p3d4_1.png",162,4,353,"D4",1,NA,NA,0,0
"1123",4,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1220,1220,NA,"prototype2.png",162,5,353,"prototype",1,NA,NA,0,0
"1124",5,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1573,1573,NA,"p9d4_2.png",162,6,353,"D5",1,NA,NA,0,0
"1125",6,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2917,2917,NA,"p1d1_1.png",162,7,353,"D1",1,NA,NA,0,0
"1126",7,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1339,1339,NA,"p2d1_1.png",162,8,353,"D1",1,NA,NA,11.9090909090909,6.35100206839262
"1127",8,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",2456,2456,NA,"prototype1.png",162,9,353,"prototype",1,NA,NA,0,0
"1128",9,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",2170,2170,NA,"prototype1.png",162,10,353,"prototype",1,NA,NA,0,0
"1129",10,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3006,3006,NA,"prototype5.png",162,11,353,"prototype",NA,NA,NA,0,0
"1130",11,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3001,3001,NA,"prototype4.png",162,12,353,"prototype",NA,NA,NA,0,0
"1131",12,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1799,1799,NA,"prototype5.png",162,13,353,"prototype",1,NA,NA,0,0
"1132",13,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1250,1250,NA,"p2d3_1.png",162,14,353,"D3",1,NA,NA,0,0
"1133",14,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1391,1391,NA,"p9d4_1.png",162,15,353,"D5",1,NA,NA,0,0
"1134",15,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1264,1264,NA,"p5d2_2.png",162,16,353,"D2",1,NA,NA,0,0
"1135",16,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1236,1236,NA,"prototype1.png",162,17,353,"prototype",1,NA,NA,0,0
"1136",17,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2016,2016,NA,"p1d3_1.png",162,18,353,"D3",1,NA,NA,0,0
"1137",18,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1590,1590,NA,"p5d1_1.png",162,19,353,"D1",1,NA,NA,0,0
"1138",19,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2324,2324,NA,"p3d2_1.png",162,20,353,"D2",1,NA,NA,0,0
"1139",20,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1194,1194,NA,"p6d4_1.png",162,21,353,"D5",1,NA,NA,0,0
"1140",21,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",2198,2198,NA,"prototype2.png",162,22,353,"prototype",1,NA,NA,0,0
"1141",22,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2318,2318,NA,"p4d2_1.png",162,23,353,"D2",1,NA,NA,0,0
"1142",23,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2316,2316,NA,"p1d4_2.png",162,24,353,"D4",1,NA,NA,0,0
"1143",24,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",904,904,NA,"p1d1_2.png",162,25,353,"D1",1,NA,NA,0,0
"1144",25,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2106,2106,NA,"p4d1_1.png",162,26,353,"D1",1,NA,NA,0,0
"1145",26,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2288,2288,NA,"p3d2_2.png",162,27,353,"D2",1,NA,NA,0,0
"1146",27,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1473,1473,NA,"prototype1.png",162,28,353,"prototype",1,NA,NA,0,0
"1147",28,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1359,1359,NA,"p6d4_2.png",162,29,353,"D5",1,NA,NA,0,0
"1148",29,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1115,1115,NA,"p1d2_1.png",162,30,353,"D2",1,NA,NA,0,0
"1149",30,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",993,993,NA,"p1d3_2.png",162,31,353,"D3",1,NA,NA,0,0
"1150",31,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1078,1078,NA,"p3d4_2.png",162,32,353,"D4",1,NA,NA,0,0
"1151",32,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1383,1383,NA,"prototype3.png",162,33,353,"prototype",1,NA,NA,0,0
"1152",33,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3009,3009,NA,"prototype4.png",162,34,353,"prototype",NA,NA,NA,0,0
"1153",34,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",793,793,NA,"p3d3_2.png",162,35,353,"D3",1,NA,NA,0,0
"1154",35,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1022,1022,NA,"prototype4.png",162,36,353,"prototype",1,NA,NA,0,0
"1155",36,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1652,1652,NA,"p7d4_1.png",162,37,353,"D5",1,NA,NA,0,0
"1156",37,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3009,3009,NA,"p4d3_2.png",162,38,353,"D3",NA,NA,NA,0,0
"1157",38,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",834,834,NA,"p10d4_2.png",162,39,353,"D5",1,NA,NA,0,0
"1158",39,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",701,701,NA,"p8d4_2.png",162,40,353,"D5",1,NA,NA,0,0
"1159",40,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2205,2205,NA,"p4d4_2.png",162,41,353,"D4",1,NA,NA,0,0
"1160",41,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1345,1345,NA,"prototype3.png",162,42,353,"prototype",1,NA,NA,0,0
"1161",42,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1293,1293,NA,"prototype4.png",162,43,353,"prototype",1,NA,NA,0,0
"1162",43,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1080,1080,NA,"p2d3_2.png",162,44,353,"D3",1,NA,NA,0,0
"1163",44,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2292,2292,NA,"p5d4_2.png",162,45,353,"D4",1,NA,NA,0,0
"1164",45,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1251,1251,NA,"p7d4_2.png",162,46,353,"D5",1,NA,NA,0,0
"1165",46,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2371,2371,NA,"p4d1_2.png",162,47,353,"D1",1,NA,NA,0,0
"1166",47,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1193,1193,NA,"prototype3.png",162,48,353,"prototype",1,NA,NA,0,0
"1167",48,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1159,1159,NA,"p3d1_2.png",162,49,353,"D1",1,NA,NA,0,0
"1168",49,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1458,1458,NA,"p4d4_1.png",162,50,353,"D4",1,NA,NA,0,0
"1169",50,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1977,1977,NA,"p5d1_2.png",162,51,353,"D1",1,NA,NA,0,0
"1170",51,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1584,1584,NA,"p2d4_2.png",162,52,353,"D4",1,NA,NA,0,0
"1171",52,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1762,1762,NA,"p5d3_2.png",162,53,353,"D3",1,NA,NA,0,0
"1172",53,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3009,3009,NA,"p5d3_1.png",162,54,353,"D3",NA,NA,NA,0,0
"1173",54,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1009,1009,NA,"p2d2_2.png",162,55,353,"D2",1,NA,NA,0,0
"1174",55,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",779,779,NA,"p2d4_1.png",162,56,353,"D4",1,NA,NA,0,0
"1175",56,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",2639,2639,NA,"prototype1.png",162,57,353,"prototype",1,NA,NA,0,0
"1176",57,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3002,3002,NA,"prototype5.png",162,58,353,"prototype",NA,NA,NA,0,0
"1177",58,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1320,1320,NA,"prototype3.png",162,59,353,"prototype",1,NA,NA,0,0
"1178",59,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1132,1132,NA,"prototype4.png",162,60,353,"prototype",1,NA,NA,0,0
"1179",60,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2727,2727,NA,"p5d2_1.png",162,61,353,"D2",1,NA,NA,0,0
"1180",61,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1661,1661,NA,"p3d1_1.png",162,62,353,"D1",1,NA,NA,0,0
"1181",62,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",2025,2025,NA,"p4d2_2.png",162,63,353,"D2",1,NA,NA,0,0
"1182",63,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",830,830,NA,"p10d4_1.png",162,64,353,"D5",1,NA,NA,0,0
"1183",64,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3013,3013,NA,"prototype2.png",162,65,353,"prototype",NA,NA,NA,0,0
"1184",65,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",879,879,NA,"p2d1_2.png",162,66,353,"D1",1,NA,NA,0,0
"1185",66,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1121,1121,NA,"p4d3_1.png",162,67,353,"D3",1,NA,NA,0,0
"1186",67,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1521,1521,NA,"p2d2_1.png",162,68,353,"D2",1,NA,NA,0,0
"1187",68,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1545,1545,NA,"p5d4_1.png",162,69,353,"D4",1,NA,NA,0,0
"1188",69,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3009,3009,NA,"prototype5.png",162,70,353,"prototype",NA,NA,NA,0,0
"1189",70,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1318,1318,NA,"p3d3_1.png",162,71,353,"D3",1,NA,NA,0,0
"1190",71,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",908,908,NA,"p8d4_1.png",162,72,353,"D5",1,NA,NA,0,0
"1191",72,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","right","",1549,1549,NA,"p1d4_1.png",162,73,353,"D4",1,NA,NA,0,0
"1192",73,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","left","",1704,1704,NA,"prototype3.png",162,74,353,"prototype",1,NA,NA,0,0
"1193",74,NA,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","None","None","",3009,3009,NA,"prototype2.png",162,75,353,"prototype",NA,NA,NA,0,0
"1194",74,0,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","left","None","left",2253,3009,2253,"p1d3_2.png",162,76,353,"D3",NA,"fam",1,0,0
"1195",74,1,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","None","right",1715,3009,1715,"p10d4_3.png",162,77,353,"D5",NA,"new",1,0,0
"1196",74,2,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","None","right",2570,3009,2570,"p5d1_3.png",162,78,353,"D1",NA,"new",1,0,0
"1197",74,3,"Fri Oct 30 2020 12:03:09 GMT+0100 (közép-európai téli idõ)","right","None","right",1978,3009,1978,"p4d4_4.png",162,79,353,"D4",NA,"new",1,0,0
